Portfolio Name,Category,Set,Product Name,Card Number,Rarity,Variance,Grade,Card Condition,Average Cost Paid,Quantity,Market Price (As of 2026-06-08),Price Override,Watchlist,Date Added,Notes
Main,One Piece,PRB02 - One Piece Card the Best Vol. 2,Catarina Devon (JP),OP09-084,UR,Foil,Ungraded,Near Mint,0,1,41.42,0,false,2026-06-02,
Main,One Piece,PRB02 - One Piece Card the Best Vol. 2,Charlotte Pudding (JP),OP06-047,R,Foil,Ungraded,Near Mint,0,1,46.39,0,false,2026-06-04,
Main,One Piece,PRB02 - One Piece Card the Best Vol. 2,Corrida Coliseum (JP),OP04-096,R,Foil,Ungraded,Near Mint,0,1,41.42,0,false,2026-06-04,
Main,One Piece,PRB02 - One Piece Card the Best Vol. 2,Crocodile (JP),P-082,P,Normal,Ungraded,Near Mint,0,1,38.11,0,false,2026-06-04,
Main,One Piece,PRB02 - One Piece Card the Best Vol. 2,Cross Guild (JP),OP09-057,R,Foil,Ungraded,Near Mint,0,1,41.42,0,false,2026-06-02,
Main,One Piece,PRB02 - One Piece Card the Best Vol. 2,Did Someone Say...Kami? (JP),EB01-060,R,Foil,Ungraded,Near Mint,0,1,41.42,0,false,2026-06-04,
Main,One Piece,PRB02 - One Piece Card the Best Vol. 2,DON!! Card (Dragon) (Foil) (JP),25,R,Foil,Ungraded,Near Mint,0,1,41.42,0,false,2026-06-04,
Main,One Piece,PRB02 - One Piece Card the Best Vol. 2,DON!! Card (Kalgara) (Foil) (JP),2,R,Foil,Ungraded,Near Mint,0,1,96.1,0,false,2026-06-04,
Main,One Piece,PRB02 - One Piece Card the Best Vol. 2,DON!! Card (Kalgara) (JP),2,C,Normal,Ungraded,Near Mint,0,1,38.11,0,false,2026-06-02,
Main,One Piece,PRB02 - One Piece Card the Best Vol. 2,DON!! Card (Rob Lucci) (Foil) (JP),30,R,Foil,Ungraded,Near Mint,0,1,53.02,0,false,2026-06-04,
Main,One Piece,PRB02 - One Piece Card the Best Vol. 2,DON!! Card (Sugar) (Foil) (JP),11,R,Foil,Ungraded,Near Mint,0,1,96.1,0,false,2026-06-04,
Main,One Piece,PRB02 - One Piece Card the Best Vol. 2,DON!! Card (Yamato) (JP),28,C,Normal,Ungraded,Near Mint,0,1,46.39,0,false,2026-06-02,
Main,One Piece,PRB02 - One Piece Card the Best Vol. 2,Dracule Mihawk (JP),P-081,P,Normal,Ungraded,Near Mint,0,1,38.11,0,false,2026-06-02,
Main,One Piece,PRB02 - One Piece Card the Best Vol. 2,Edward.Newgate (JP),ST15-002,SR,Foil,Ungraded,Near Mint,0,1,46.39,0,false,2026-06-02,
Main,One Piece,PRB02 - One Piece Card the Best Vol. 2,Gion (JP),OP06-044,UR,Foil,Ungraded,Near Mint,0,1,41.42,0,false,2026-06-04,
Main,One Piece,PRB02 - One Piece Card the Best Vol. 2,Gum-Gum Jet Gatling (JP),OP03-072,R,Foil,Ungraded,Near Mint,0,1,53.02,0,false,2026-06-04,
Main,One Piece,PRB02 - One Piece Card the Best Vol. 2,Gum-Gum Lightning (JP),OP09-077,UC,Normal,Ungraded,Near Mint,0,1,38.11,0,false,2026-06-02,
Main,One Piece,PRB02 - One Piece Card the Best Vol. 2,Gum-Gum Rain (JP),OP02-068,R,Foil,Ungraded,Near Mint,0,1,41.42,0,false,2026-06-04,
Main,One Piece,PRB02 - One Piece Card the Best Vol. 2,I Have My Crew!! (JP),ST14-016,R,Foil,Ungraded,Near Mint,0,1,41.42,0,false,2026-06-04,
Main,One Piece,PRB02 - One Piece Card the Best Vol. 2,Jewelry Bonney (JP),P-085,P,Normal,Ungraded,Near Mint,0,1,38.11,0,false,2026-06-02,
Main,One Piece,PRB02 - One Piece Card the Best Vol. 2,Jinbe (JP),P-063,P,Normal,Ungraded,Near Mint,0,1,38.11,0,false,2026-06-04,
Main,One Piece,PRB02 - One Piece Card the Best Vol. 2,Jinbe (Parallel) (JP),P-063,P,Foil,Ungraded,Near Mint,0,1,79.53,0,false,2026-06-04,
Main,One Piece,PRB02 - One Piece Card the Best Vol. 2,Killer (JP),OP01-039,UR,Foil,Ungraded,Near Mint,0,1,41.42,0,false,2026-06-04,
Main,One Piece,PRB02 - One Piece Card the Best Vol. 2,Lucky.Roux (JP),PRB02-003,R,Foil,Ungraded,Near Mint,0,1,96.1,0,false,2026-06-04,
Main,One Piece,PRB02 - One Piece Card the Best Vol. 2,Marshall.D.Teach (JP),ST17-005,C,Foil,Ungraded,Near Mint,0,1,41.42,0,false,2026-06-04,
Main,One Piece,PRB02 - One Piece Card the Best Vol. 2,Mary Geoise (JP),OP05-097,R,Foil,Ungraded,Near Mint,0,1,41.42,0,false,2026-06-04,
Main,One Piece,PRB02 - One Piece Card the Best Vol. 2,Moda (JP),OP07-014,UC,Normal,Ungraded,Near Mint,0,1,38.11,0,false,2026-06-02,
Main,One Piece,PRB02 - One Piece Card the Best Vol. 2,Monkey.D.Luffy (JP),PRB02-005,SR,Foil,Ungraded,Near Mint,0,1,62.96,0,false,2026-06-04,
Main,One Piece,PRB02 - One Piece Card the Best Vol. 2,Monkey.D.Luffy (JP),P-075,P,Normal,Ungraded,Near Mint,0,1,38.11,0,false,2026-06-04,
Main,One Piece,PRB02 - One Piece Card the Best Vol. 2,Otama (JP),PRB02-016,R,Foil,Ungraded,Near Mint,0,1,79.53,0,false,2026-06-02,
Main,One Piece,PRB02 - One Piece Card the Best Vol. 2,Revolutionary Army HQ (JP),OP05-021,UR,Foil,Ungraded,Near Mint,0,1,62.96,0,false,2026-06-04,
Main,One Piece,PRB02 - One Piece Card the Best Vol. 2,Sabo (JP),P-044,P,Normal,Ungraded,Near Mint,0,1,38.11,0,false,2026-06-04,
Main,One Piece,PRB02 - One Piece Card the Best Vol. 2,Sabo (JP),OP09-027,UR,Foil,Ungraded,Near Mint,0,1,41.42,0,false,2026-06-02,
Main,One Piece,PRB02 - One Piece Card the Best Vol. 2,Sabo (JP),PRB02-014,SR,Foil,Ungraded,Near Mint,0,1,96.1,0,false,2026-06-04,
Main,One Piece,PRB02 - One Piece Card the Best Vol. 2,San-Gorou (JP),ST18-003,C,Normal,Ungraded,Near Mint,0,1,38.11,0,false,2026-06-04,
Main,One Piece,PRB02 - One Piece Card the Best Vol. 2,Sanji (JP),P-068,P,Normal,Ungraded,Near Mint,0,1,38.11,0,false,2026-06-04,
Main,One Piece,PRB02 - One Piece Card the Best Vol. 2,Shanks (JP),OP06-007,SR,Foil,Ungraded,Near Mint,0,1,62.96,0,false,2026-06-04,
Main,One Piece,PRB02 - One Piece Card the Best Vol. 2,Trafalgar Law (JP),P-088,P,Normal,Ungraded,Near Mint,0,1,62.96,0,false,2026-06-04,
Main,One Piece,PRB02 - One Piece Card the Best Vol. 2,Uta (JP),OP09-002,R,Foil,Ungraded,Near Mint,0,1,53.02,0,false,2026-06-02,
Main,One Piece,PRB02 - One Piece Card the Best Vol. 2,White Snake (JP),OP06-059,UR,Foil,Ungraded,Near Mint,0,1,41.42,0,false,2026-06-02,
Main,One Piece,PRB02 - One Piece Card the Best Vol. 2,You're the One Who Should Disappear. (JP),OP06-115,R,Foil,Ungraded,Near Mint,0,1,53.02,0,false,2026-06-04,
Main,One Piece,Premium Booster -The Best- Vol. 2,DON!! Card (Jinbe),,DON!!,Foil,Ungraded,Near Mint,0,1,83.67,0,false,2026-06-04,
Main,One Piece,Premium Booster -The Best- Vol. 2,DON!! Card (Kalgara),,DON!!,Foil,Ungraded,Near Mint,0,1,42.75,0,false,2026-06-04,
Main,One Piece,Premium Booster -The Best- Vol. 2,DON!! Card (Kyros),,DON!!,Foil,Ungraded,Near Mint,0,1,13.09,0,false,2026-06-04,
Main,One Piece,Premium Booster -The Best- Vol. 2,DON!! Card (Robin),,DON!!,Foil,Ungraded,Near Mint,0,1,144.65,0,false,2026-06-04,
Main,One Piece,Premium Booster -The Best- Vol. 2,DON!! Card (Vegapunk),,DON!!,Foil,Ungraded,Near Mint,0,1,33.8,0,false,2026-06-04,
Main,One Piece,Premium Booster -The Best- Vol. 2,DON!! Card (Yamato),,DON!!,Foil,Ungraded,Near Mint,0,1,136.86,0,false,2026-06-02,
Main,One Piece,Premium Booster -The Best- Vol. 2,Donquixote Doflamingo (Alternate Art),PRB02-011,R,Foil,PSA 10.0 GEM - MT,Near Mint,1049.9995,1,"1,027.28",0,false,2026-05-31,
Main,One Piece,Premium Booster -The Best- Vol. 2,Koby (Alternate Art),PRB02-001,R,Foil,CGC 10.0 Pristine,Near Mint,350.0004,1,"1,491.22",0,false,2026-05-31,
Main,One Piece,Romance Dawn,Killer (JP),OP01-039,UC,Normal,Ungraded,Near Mint,0,1,41.42,0,false,2026-06-02,
Main,One Piece,Royal Blood,Basil Hawkins,OP10-109,R,Foil,Ungraded,Near Mint,0,1,5.8,0,false,2026-06-04,
Main,One Piece,Royal Blood,Caesar Clown (002),OP10-002,L,Normal,Ungraded,Near Mint,0,1,1.99,0,false,2026-06-04,
Main,One Piece,Royal Blood,Cavendish (045),OP10-045,R,Foil,Ungraded,Near Mint,0,1,76.38,0,false,2026-06-04,
Main,One Piece,Royal Blood,Cavendish (045) (Parallel),OP10-045,R,Foil,PSA 10.0 GEM - MT,Near Mint,1049.9995,1,"1,656.91",0,false,2026-06-01,
Main,One Piece,Royal Blood,Radio Knife,OP10-041,R,Foil,Ungraded,Near Mint,0,1,2.15,0,false,2026-06-04,
Main,One Piece,Royal Blood,Shiryu,OP10-086,R,Foil,Ungraded,Near Mint,0,1,3.48,0,false,2026-06-04,
Main,One Piece,Royal Blood,Smoker (030),OP10-030,SR,Foil,Ungraded,Near Mint,0,2,24.85,0,false,2026-06-02,
Main,One Piece,Royal Blood,Usopp (042),OP10-042,L,Normal,Ungraded,Near Mint,0,1,3.31,0,false,2026-06-04,
Main,One Piece,Royal Bloodlines,DON!! Card (Alternate Art) (JP),,R,Foil,Ungraded,Near Mint,0,1,36.62,0,false,2026-06-02,
Main,One Piece,Royal Bloodlines,God Thread (JP),OP10-079,UC,Normal,Ungraded,Near Mint,0,1,59.65,0,false,2026-06-04,
Main,One Piece,Starter Deck 15: RED Edward.Newgate,Edward.Newgate (ST15-002),ST15-002,SR,Foil,Ungraded,Near Mint,0,1,10.11,0,false,2026-06-06,
Main,One Piece,Starter Deck 18: PURPLE Monkey.D.Luffy,Zoro-Juurou (ST18-004),ST18-004,SR,Foil,CGC 10.0 Pristine,Near Mint,575.9997,1,"2,278.09",0,false,2026-05-22,
Main,One Piece,Starter Deck 26: PURPLE/BLACK Monkey.D.Luffy,Monkey.D.Luffy (OP09-061),OP09-061,L,Foil,Ungraded,Near Mint,0,1,184.41,0,false,2026-06-06,
Main,One Piece,Starter Deck EX: Gear 5,Monkey.D.Luffy (014),ST21-014,SR,Foil,Ungraded,Near Mint,0,2,36.78,0,false,2026-06-04,
Main,One Piece,Starter Deck EX: Gear 5,Roronoa Zoro,ST21-015,SR,Foil,Ungraded,Near Mint,0,2,19.05,0,false,2026-06-02,
Main,One Piece,Super Pre-Release Starter Deck 3: The Seven Warlords of the Sea,Crocodile (001),ST03-001,L,Foil,Ungraded,Near Mint,549.9994,1,"1,116.26",0,false,2026-06-03,
Main,One Piece,The Azure Sea's Seven,Boa Hancock - OP14-041 (Alternate Art),OP14-041,L,Foil,Ungraded,Near Mint,958.0005,1,"1,381.37",0,false,2026-06-02,
Main,One Piece,Two Legends,Charlotte Pudding (JP),OP08-067,R,Foil,Ungraded,Near Mint,0,1,41.42,0,false,2026-06-04,
Main,One Piece,Ultra Deck: The Three Brothers,Edward.Newgate,ST13-004,C,Foil,Ungraded,Near Mint,0,1,2.15,0,false,2026-05-26,
Main,One Piece,Ultra Deck - The Three Captains,Jinbe (JP),ST10-005,C,Foil,Ungraded,Near Mint,0,1,59.65,0,false,2026-06-02,
Main,One Piece,Ultra Deck - The Three Captains,Shachi & Penguin (JP),ST10-008,C,Foil,Ungraded,Near Mint,0,1,59.65,0,false,2026-06-02,
Main,One Piece,Wings of the Captain,Borsalino (SP),OP05-051,SR,Foil,PSA 10.0 GEM - MT,Near Mint,1049.9995,1,"2,038",0,false,2026-06-02,
Main,One Piece,Wings of the Captain,Gion (JP),OP06-044,UC,Normal,Ungraded,Near Mint,0,2,41.42,0,false,2026-06-02,
Main,One Piece,Wings of the Captain,Roronoa Zoro,OP06-118,SEC,Foil,Ungraded,Near Mint,0,1,142.16,0,false,2026-06-02,
Main,One Piece,Wings of the Captain,You're the One Who Should Disappear (JP),OP06-115,R,Foil,Ungraded,Near Mint,0,1,53.02,0,false,2026-06-02,
Main,YuGiOh,Battle of Chaos,The Dark Magicians (Starlight Rare),BACH-EN100,Starlight Rare,1st Edition,Ungraded,Near Mint,549.9994,1,"1,382.03",0,false,2026-06-03,
