item_id,source_row_id,ownership_status,inventory_status,card_name,card_number,set_code,set_name,product_name,rarity,variant,finish,language,condition,grade_company,grade,cert_number,quantity,sealed_or_single,raw_or_slab,cost_basis_zar,cost_status,collectr_market_zar,research_market_usd,research_market_zar,quick_sale_zar,fair_market_zar,patient_local_ask_zar,event_ask_zar,online_ask_usd,online_ask_zar,stretch_ask_zar,walkaway_minimum_zar,expected_net_local_zar,expected_net_ebay_zar,expected_net_cardtrader_zar,expected_net_cardmarket_zar,expected_net_tcgplayer_zar,grading_candidate_score,psa10_estimate_usd,bgs10_estimate_usd,cgc10_estimate_usd,availability_score,liquidity_score,trend_score,confidence_rating,last_researched_at,source_links,notes
0058-jinbe-jp-eb04-015,58,in_hand,available_for_pricing,Jinbe (JP),EB04-015,EB04,Egghead Crisis,Jinbe (JP),R,base_or_standard,Foil,Japanese,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,41.42,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0059-kaido-jp-eb04-030,59,in_hand,available_for_pricing,Kaido (JP),EB04-030,EB04,Egghead Crisis,Kaido (JP),R,base_or_standard,Foil,Japanese,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,41.42,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0060-kaku-jp-eb04-043,60,in_hand,available_for_pricing,Kaku (JP),EB04-043,EB04,Egghead Crisis,Kaku (JP),R,base_or_standard,Foil,Japanese,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,41.42,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0061-kaku-parallel-jp-eb04-043,61,in_hand,available_for_pricing,Kaku (Parallel) (JP),EB04-043,EB04,Egghead Crisis,Kaku (Parallel) (JP),R,parallel,Foil,Japanese,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,195.52,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0062-king-jp-eb04-031,62,in_hand,available_for_pricing,King (JP),EB04-031,EB04,Egghead Crisis,King (JP),R,base_or_standard,Foil,Japanese,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,41.42,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0063-koby-jp-eb04-044,63,in_hand,available_for_pricing,Koby (JP),EB04-044,EB04,Egghead Crisis,Koby (JP),SR,base_or_standard,Foil,Japanese,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,79.53,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0064-kouzuki-sukiyaki-jp-eb04-014,64,in_hand,available_for_pricing,Kouzuki Sukiyaki (JP),EB04-014,EB04,Egghead Crisis,Kouzuki Sukiyaki (JP),C,base_or_standard,Normal,Japanese,Near Mint,RAW,,,4,single,raw,,unknown_or_box_pull,146.48,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0065-lulucia-kingdom-jp-eb04-010,65,in_hand,available_for_pricing,Lulucia Kingdom (JP),EB04-010,EB04,Egghead Crisis,Lulucia Kingdom (JP),C,base_or_standard,Normal,Japanese,Near Mint,RAW,,,4,single,raw,,unknown_or_box_pull,152.44,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0066-megalo-jp-eb04-018,66,in_hand,available_for_pricing,Megalo (JP),EB04-018,EB04,Egghead Crisis,Megalo (JP),R,base_or_standard,Foil,Japanese,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,53.02,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0067-moda-jp-eb04-006,67,in_hand,available_for_pricing,Moda (JP),EB04-006,EB04,Egghead Crisis,Moda (JP),C,base_or_standard,Normal,Japanese,Near Mint,RAW,,,4,single,raw,,unknown_or_box_pull,146.48,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0068-mystoms-jp-eb04-017,68,in_hand,available_for_pricing,Mystoms (JP),EB04-017,EB04,Egghead Crisis,Mystoms (JP),C,base_or_standard,Normal,Japanese,Near Mint,RAW,,,4,single,raw,,unknown_or_box_pull,165.68,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0069-pacifista-jp-eb04-056,69,in_hand,available_for_pricing,Pacifista (JP),EB04-056,EB04,Egghead Crisis,Pacifista (JP),C,base_or_standard,Normal,Japanese,Near Mint,RAW,,,4,single,raw,,unknown_or_box_pull,146.48,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0070-porche-jp-eb04-037,70,in_hand,available_for_pricing,Porche (JP),EB04-037,EB04,Egghead Crisis,Porche (JP),C,base_or_standard,Normal,Japanese,Near Mint,RAW,,,4,single,raw,,unknown_or_box_pull,165.68,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0071-queen-jp-eb04-032,71,in_hand,available_for_pricing,Queen (JP),EB04-032,EB04,Egghead Crisis,Queen (JP),R,base_or_standard,Foil,Japanese,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,53.02,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0072-sanji-jp-eb04-052,72,in_hand,available_for_pricing,Sanji (JP),EB04-052,EB04,Egghead Crisis,Sanji (JP),R,base_or_standard,Foil,Japanese,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,46.39,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0073-scaled-neptunian-jp-eb04-011,73,in_hand,available_for_pricing,Scaled Neptunian (JP),EB04-011,EB04,Egghead Crisis,Scaled Neptunian (JP),C,base_or_standard,Normal,Japanese,Near Mint,RAW,,,4,single,raw,,unknown_or_box_pull,146.48,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0074-sentomaru-jp-eb04-053,74,in_hand,available_for_pricing,Sentomaru (JP),EB04-053,EB04,Egghead Crisis,Sentomaru (JP),C,base_or_standard,Normal,Japanese,Near Mint,RAW,,,4,single,raw,,unknown_or_box_pull,152.44,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0075-shark-brick-fist-jp-eb04-020,75,in_hand,available_for_pricing,Shark Brick Fist (JP),EB04-020,EB04,Egghead Crisis,Shark Brick Fist (JP),C,base_or_standard,Normal,Japanese,Near Mint,RAW,,,5,single,raw,,unknown_or_box_pull,183.10,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0076-smoker-tashigi-jp-eb04-003,76,in_hand,available_for_pricing,Smoker & Tashigi (JP),EB04-003,EB04,Egghead Crisis,Smoker & Tashigi (JP),R,base_or_standard,Foil,Japanese,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,53.02,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0077-stealth-black-jp-eb04-041,77,in_hand,available_for_pricing,Stealth Black (JP),EB04-041,EB04,Egghead Crisis,Stealth Black (JP),C,base_or_standard,Normal,Japanese,Near Mint,RAW,,,4,single,raw,,unknown_or_box_pull,185.56,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0078-terracotta-jp-eb04-024,78,in_hand,available_for_pricing,Terracotta (JP),EB04-024,EB04,Egghead Crisis,Terracotta (JP),C,base_or_standard,Normal,Japanese,Near Mint,RAW,,,4,single,raw,,unknown_or_box_pull,146.48,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0079-trafalgar-law-jp-eb04-005,79,in_hand,available_for_pricing,Trafalgar Law (JP),EB04-005,EB04,Egghead Crisis,Trafalgar Law (JP),C,base_or_standard,Normal,Japanese,Near Mint,RAW,,,4,single,raw,,unknown_or_box_pull,165.68,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0080-vegapunk-jp-eb04-057,80,in_hand,available_for_pricing,Vegapunk (JP),EB04-057,EB04,Egghead Crisis,Vegapunk (JP),C,base_or_standard,Normal,Japanese,Near Mint,RAW,,,4,single,raw,,unknown_or_box_pull,146.48,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0081-zeff-jp-eb04-004,81,in_hand,available_for_pricing,Zeff (JP),EB04-004,EB04,Egghead Crisis,Zeff (JP),C,base_or_standard,Normal,Japanese,Near Mint,RAW,,,4,single,raw,,unknown_or_box_pull,146.48,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0082-alvida-jp-op09-043,82,in_hand,available_for_pricing,Alvida (JP),OP09-043,OP09,Emperors in the New World,Alvida (JP),UC,base_or_standard,Normal,Japanese,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,38.11,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0083-buggy-jp-op09-042,83,in_hand,available_for_pricing,Buggy (JP),OP09-042,OP09,Emperors in the New World,Buggy (JP),L,base_or_standard,Normal,Japanese,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,38.11,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0084-buggy-parallel-jp-op09-051,84,in_hand,available_for_pricing,Buggy (Parallel) (JP),OP09-051,OP09,Emperors in the New World,Buggy (Parallel) (JP),R,parallel,Foil,Japanese,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,245.22,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0085-come-on-we-ll-fight-you-jp-op09-020,85,in_hand,available_for_pricing,Come On!! We'll Fight You!! (JP),OP09-020,OP09,Emperors in the New World,Come On!! We'll Fight You!! (JP),R,base_or_standard,Foil,Japanese,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,38.11,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0086-donquixote-doflamingo-jp-op09-031,86,in_hand,available_for_pricing,Donquixote Doflamingo (JP),OP09-031,OP09,Emperors in the New World,Donquixote Doflamingo (JP),R,base_or_standard,Foil,Japanese,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,53.02,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0087-dracule-mihawk-jp-op09-048,87,in_hand,available_for_pricing,Dracule Mihawk (JP),OP09-048,OP09,Emperors in the New World,Dracule Mihawk (JP),SR,base_or_standard,Foil,Japanese,Near Mint,RAW,,,2,single,raw,,unknown_or_box_pull,99.42,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0088-franky-jp-op09-072,88,in_hand,available_for_pricing,Franky (JP),OP09-072,OP09,Emperors in the New World,Franky (JP),SR,base_or_standard,Foil,Japanese,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,62.96,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0089-fullalead-jp-op09-099,89,in_hand,available_for_pricing,Fullalead (JP),OP09-099,OP09,Emperors in the New World,Fullalead (JP),C,base_or_standard,Normal,Japanese,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,36.62,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0090-gum-gum-cuatro-jet-cross-shock-bazooka-jp-op09-039,90,in_hand,available_for_pricing,Gum-Gum Cuatro Jet Cross Shock Bazooka (JP),OP09-039,OP09,Emperors in the New World,Gum-Gum Cuatro Jet Cross Shock Bazooka (JP),R,base_or_standard,Foil,Japanese,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,46.39,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0091-gum-gum-giant-jp-op09-078,91,in_hand,available_for_pricing,Gum-Gum Giant (JP),OP09-078,OP09,Emperors in the New World,Gum-Gum Giant (JP),R,base_or_standard,Foil,Japanese,Near Mint,RAW,,,2,single,raw,,unknown_or_box_pull,92.78,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0092-gum-gum-lightning-jp-op09-077,92,in_hand,available_for_pricing,Gum-Gum Lightning (JP),OP09-077,OP09,Emperors in the New World,Gum-Gum Lightning (JP),UC,base_or_standard,Normal,Japanese,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,46.39,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0093-hongo-jp-op09-011,93,in_hand,available_for_pricing,Hongo (JP),OP09-011,OP09,Emperors in the New World,Hongo (JP),UC,base_or_standard,Normal,Japanese,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,46.39,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0094-ice-block-partisan-jp-op09-115,94,in_hand,available_for_pricing,Ice Block Partisan (JP),OP09-115,OP09,Emperors in the New World,Ice Block Partisan (JP),UC,base_or_standard,Normal,Japanese,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,38.11,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0095-jesus-burgess-jp-op09-086,95,in_hand,available_for_pricing,Jesus Burgess (JP),OP09-086,OP09,Emperors in the New World,Jesus Burgess (JP),R,base_or_standard,Foil,Japanese,Near Mint,RAW,,,2,single,raw,,unknown_or_box_pull,82.84,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0096-kuzan-jp-op09-101,96,in_hand,available_for_pricing,Kuzan (JP),OP09-101,OP09,Emperors in the New World,Kuzan (JP),R,base_or_standard,Foil,Japanese,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,38.11,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0097-laffitte-jp-op09-095,97,in_hand,available_for_pricing,Laffitte (JP),OP09-095,OP09,Emperors in the New World,Laffitte (JP),R,base_or_standard,Foil,Japanese,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,46.39,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0098-lucky-roux-jp-op09-015,98,in_hand,available_for_pricing,Lucky.Roux (JP),OP09-015,OP09,Emperors in the New World,Lucky.Roux (JP),R,base_or_standard,Foil,Japanese,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,46.39,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0099-marshall-d-teach-093-op09-093,99,in_hand,available_for_pricing,Marshall.D.Teach (093),OP09-093,OP09,Emperors in the New World,Marshall.D.Teach (093),SR,base_or_standard,Foil,Unknown,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,54.02,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0100-marshall-d-teach-jp-op09-093,100,in_hand,available_for_pricing,Marshall.D.Teach (JP),OP09-093,OP09,Emperors in the New World,Marshall.D.Teach (JP),SR,base_or_standard,Foil,Japanese,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,62.96,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0101-marshall-d-teach-jp-op09-081,101,in_hand,available_for_pricing,Marshall.D.Teach (JP),OP09-081,OP09,Emperors in the New World,Marshall.D.Teach (JP),L,base_or_standard,Normal,Japanese,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,82.85,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0102-my-era-begins-jp-op09-096,102,in_hand,available_for_pricing,My Era...Begins!! (JP),OP09-096,OP09,Emperors in the New World,My Era...Begins!! (JP),R,base_or_standard,Foil,Japanese,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,53.02,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0103-nami-jp-op09-050,103,in_hand,available_for_pricing,Nami (JP),OP09-050,OP09,Emperors in the New World,Nami (JP),R,base_or_standard,Foil,Japanese,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,46.39,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0104-nico-robin-jp-op09-062,104,in_hand,available_for_pricing,Nico Robin (JP),OP09-062,OP09,Emperors in the New World,Nico Robin (JP),L,base_or_standard,Normal,Japanese,Near Mint,RAW,,,2,single,raw,,unknown_or_box_pull,76.22,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0105-nico-robin-jp-op09-107,105,in_hand,available_for_pricing,Nico Robin (JP),OP09-107,OP09,Emperors in the New World,Nico Robin (JP),R,base_or_standard,Foil,Japanese,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,53.02,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0106-perona-jp-op09-034,106,in_hand,available_for_pricing,Perona (JP),OP09-034,OP09,Emperors in the New World,Perona (JP),R,base_or_standard,Foil,Japanese,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,53.02,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0107-portgas-d-ace-jp-op09-035,107,in_hand,available_for_pricing,Portgas.D.Ace (JP),OP09-035,OP09,Emperors in the New World,Portgas.D.Ace (JP),UC,base_or_standard,Normal,Japanese,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,38.11,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0108-professor-clover-jp-op09-102,108,in_hand,available_for_pricing,Professor Clover (JP),OP09-102,OP09,Emperors in the New World,Professor Clover (JP),R,base_or_standard,Foil,Japanese,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,46.39,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0109-roronoa-zoro-jp-op09-076,109,in_hand,available_for_pricing,Roronoa Zoro (JP),OP09-076,OP09,Emperors in the New World,Roronoa Zoro (JP),R,base_or_standard,Foil,Japanese,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,38.11,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0110-sabo-jp-op09-104,110,in_hand,available_for_pricing,Sabo (JP),OP09-104,OP09,Emperors in the New World,Sabo (JP),R,base_or_standard,Foil,Japanese,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,46.39,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0111-shanks-jp-op09-001,111,in_hand,available_for_pricing,Shanks (JP),OP09-001,OP09,Emperors in the New World,Shanks (JP),L,base_or_standard,Normal,Japanese,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,41.42,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0112-shanks-jp-op09-004,112,in_hand,available_for_pricing,Shanks (JP),OP09-004,OP09,Emperors in the New World,Shanks (JP),SR,base_or_standard,Foil,Japanese,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,62.96,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0113-stronger-jp-op09-089,113,in_hand,available_for_pricing,Stronger (JP),OP09-089,OP09,Emperors in the New World,Stronger (JP),UC,base_or_standard,Normal,Japanese,Near Mint,RAW,,,2,single,raw,,unknown_or_box_pull,76.22,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0114-trafalgar-law-jp-op09-069,114,in_hand,available_for_pricing,Trafalgar Law (JP),OP09-069,OP09,Emperors in the New World,Trafalgar Law (JP),R,base_or_standard,Foil,Japanese,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,53.02,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0115-uta-jp-op09-002,115,in_hand,available_for_pricing,Uta (JP),OP09-002,OP09,Emperors in the New World,Uta (JP),R,base_or_standard,Normal,Japanese,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,53.02,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
0116-van-augur-jp-op09-083,116,in_hand,available_for_pricing,Van Augur (JP),OP09-083,OP09,Emperors in the New World,Van Augur (JP),R,base_or_standard,Foil,Japanese,Near Mint,RAW,,,1,single,raw,,unknown_or_box_pull,46.39,,,,,,,,,,,,,,,,,,,,,,,pending_research,,https://app.getcollectr.com/showcase/profile/ec11ff42-0dfe-4826-9386-d198a3174e67,Imported from Collectr export. Collectr value is baseline only; research before quoting.
